serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,r_species,r_habitat,r_diet,r_iucn,r_overall,notes,saved_at
S0056,GBIF_Alligator_mississippiensis_02,Alligator mississippiensis,American alligator,4,qwen35_9b,conservation,,0.7,2,forced_shr1,5,5,1,5,4.1,"SERIAL: S0056
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: Scientific name, LC status, southeastern US range (Florida to Louisiana), and wetland habitat all accurately stated; conservation history accurately described; diet entirely absent from the story.",2026-04-29 14:40:39
S0057,GBIF_Panthera_tigris_tigris_02,Panthera tigris tigris,Bengal tiger,1,qwen25vl,childrens,,0.7,1,forced_ehr0,2,3,1,1,2,"SERIAL: S0057
R_SPECIES: 2
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: Story names only generic ""tiger"" — no scientific name, no Bengal subspecies identified; diet reduced to ""red meat"" with no prey species named; IUCN EN status entirely absent.",2026-05-04 15:50:52
S0058,iNat_Pan_troglodytes_03,Pan troglodytes,Chimpanzee,1,llava_interleave,childrens,,0.7,1,forced_evasion,2,2,1,1,1,"SERIAL: S0058
R_SPECIES: 2
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Species never named (no common or scientific name); described only as 'black-armed vegetarian' — chimps are omnivores that actively hunt; image shows chimp carrying prey, directly contradicting the 'vegetarian' claim; IUCN EN absent.",2026-05-04 15:53:37
S0059,iNat_Arctictis_binturong_01,Arctictis binturong,Binturong,2,gemma3,factual,,0.3,0,forced_shr1,1,1,1,1,1,"SERIAL: S0059
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Complete misidentification as 'Sulawesi Bear Cuscus (Phalanger entellus subsp. bicolor)' instead of Binturong (Arctictis binturong); wrong species, wrong habitat, wrong diet (folivore vs. omnivorous frugivore), IUCN VU absent; story truncated mid-sentence.",2026-05-04 15:53:37
S0060,GBIF_Ambystoma_mexicanum_02,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,mythological,Hindu,0.3,1,forced_evasion,1,1,2,1,1,"SERIAL: S0060
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Axolotl placed in 'ancient India' and 'deepest oceans' — entirely wrong geography and habitat; correct species is endemic to Xochimilco lake system, Mexico; diet partially correct (aquatic prey) but CR status absent and no scientific name given.",2026-05-04 15:53:37
S0061,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,qwen25vl,conservation,,0.7,0,stratified_random,3,4,1,1,2,"SERIAL: S0061
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: Image is a jaguar footprint, not the animal itself (INDIRECT_EVIDENCE_IMAGE); common name correct, no scientific name; IUCN stated as 'critically endangered' which is wrong (jaguar is VU); diet entirely absent.",2026-05-04 15:53:37
S0062,GBIF_Ursus_maritimus_00,Ursus maritimus,Polar bear,1,llava_interleave,factual,,0.3,2,forced_shr1,5,5,3,3,3,"SERIAL: S0062
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 3
R_IUCN: 3
R_OVERALL: 3
NOTES: Correct scientific name and common name; accurate Arctic/sea-ice habitat and range; seals correctly named as primary prey but 'beavers' is an ecological error; IUCN section truncated mid-sentence (scored 3 per truncation rule); VU not explicitly stated.",2026-05-04 15:53:37
S0063,iNat_Panthera_onca_01,Panthera onca,Jaguar,1,gemma4_8b,childrens,,0.3,0,forced_shr1,1,3,2,1,1,"SERIAL: S0063
R_SPECIES: 1
R_HABITAT: 3
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Species misidentified as 'leopard' instead of jaguar (Panthera onca); image clearly shows rosette-patterned jaguar hunting in a South American river; no scientific name; diet partially correct (fish mentioned) but primary prey (caiman, capybara) absent; VU not stated.",2026-05-04 15:55:25
S0064,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,ayavision,conservation,,0.7,0,forced_shr1,1,3,3,2,1,"SERIAL: S0064
R_SPECIES: 1
R_HABITAT: 3
R_DIET: 3
R_IUCN: 2
R_OVERALL: 1
NOTES: Scientific name given as Cacatua galerita (Sulphur-crested Cockatoo, a white bird) instead of Probosciger aterrimus; image clearly shows Palm cockatoo with spiky crest and red cheek patch; diet (nuts/seeds/fruits) and NE Australia range partially correct; IUCN LC coincidentally correct for palm cockatoo but attributed to wrong species.",2026-05-04 15:55:25
S0065,iNat_Panthera_tigris_tigris_03,Panthera tigris tigris,Bengal tiger,1,ayavision,mythological,West African (Yoruba),0.7,2,forced_shr1,2,1,2,1,1,"SERIAL: S0065
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Story places a 'White Tiger of the Niger' in West Africa — tigers have never occurred on the African continent; camera trap image shows a normal-striped Bengal tiger in Asian forest; primary prey stated as 'fish' is wrong (should be ungulates like deer/boar); IUCN EN absent.",2026-05-04 15:55:25
S0066,iNat_Probosciger_aterrimus_03,Probosciger aterrimus,Palm cockatoo,2,gemma4_8b,childrens,,0.3,1,forced_evasion,1,1,1,1,1,"SERIAL: S0066
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Completely misidentified as 'King Vulture' living across Africa — both identifications are wrong; image shows Palm cockatoo (Probosciger aterrimus) of Australasia; diet described as carrion/scavenging (vulture behavior), not palm cockatoo's seed/nut diet; no IUCN stated.",2026-05-04 15:55:25
S0067,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,ayavision,conservation,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0067
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Completely misidentified as 'Eastern box turtle' held in human hands; image shows dark wild-type axolotl (Ambystoma mexicanum); IUCN stated as NT (box turtle status) not CR (axolotl status); habitat, diet, and all claims pertain to the wrong species.",2026-05-04 15:55:25
S0068,GBIF_Panthera_onca_01,Panthera onca,Jaguar,1,gemma3,mythological,East Asian (Chinese/Japanese),0.7,1,forced_evasion,4,5,3,1,3,"SERIAL: S0068
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: Common name 'jaguar' correctly used with 'Onça' reference; Amazon basin/Venezuela-to-Brazil range accurate; correctly largest cat in Americas; story truncated mid-sentence (diet scored 3 per rule); no scientific name (Panthera onca); VU absent.",2026-05-04 15:57:06
S0069,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,ayavision,factual,,0.7,1,stratified_random,5,5,4,5,5,"SERIAL: S0069
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 4
R_IUCN: 5
R_OVERALL: 5
NOTES: Correct scientific name (Addax nasomaculatus), correct CR status, Sahara Desert/North Africa range with correct countries; herbivore diet on grasses/shrubs accurate; story truncated at final sentence but all dimensions fully addressed.",2026-05-04 15:57:06
S0070,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen25vl,mythological,West African (Yoruba),0.7,1,forced_shr1,1,1,3,1,1,"SERIAL: S0070
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: Axolotl placed as 'Mountain Salamander' in Yoruba West Africa (Edo River/Liberia–Sierra Leone) — entirely wrong continent and habitat; diet (insects, crustaceans, snails) partially correct; CR and scientific name Ambystoma mexicanum entirely absent.",2026-05-04 15:57:06
S0071,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma3,mythological,West African (Yoruba),0.3,1,forced_shr1,5,5,3,1,4,"SERIAL: S0071
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 3
R_IUCN: 1
R_OVERALL: 4
NOTES: Correct scientific name (Alligator mississippiensis), correct SE US range (Florida to Texas), freshwater wetlands and Everglades accurately described; story truncated mid-word during diet section (scored 3 per truncation rule); LC status absent.",2026-05-04 15:57:06
S0072,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,qwen35_9b,childrens,,0.7,1,forced_shr1,1,1,1,1,1,"SERIAL: S0072
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: INDIRECT_EVIDENCE_IMAGE — only a paw print visible; story describes 'marten named Milo' in the Rocky Mountains eating nuts and berries — complete misidentification of Amur leopard (Panthera pardus orientalis); wrong continent, wrong diet, CR absent.",2026-05-04 15:57:06
S0073,iNat_Panthera_pardus_04,Panthera pardus,Leopard,4,gemma3,childrens,,0.3,2,forced_shr1,4,5,3,1,3,"SERIAL: S0073
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: Common name 'leopard' correctly used; Africa/South Africa–Kenya range and tree-caching behavior accurate; diet includes zebra (too large for typical leopard prey) alongside correct antelopes/birds; Nile crocodile competitor correctly named; no scientific name; VU absent.",2026-05-04 15:58:49
S0074,GBIF_Addax_nasomaculatus_02,Addax nasomaculatus,Addax,3,ayavision,childrens,,0.7,1,forced_evasion,1,1,2,1,1,"SERIAL: S0074
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Misidentified as 'klipspringer' in southern African savanna — Addax is a Saharan North African species; twisted horn description loosely fits image but attributed to wrong species; grasses/herbs diet partially correct; CR and scientific name absent.",2026-05-04 15:58:49
S0075,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,gemma3,childrens,,0.3,1,stratified_random,4,5,4,1,4,"SERIAL: S0075
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 4
R_IUCN: 1
R_OVERALL: 4
NOTES: Correct common names (Greater One-Horned Rhinoceros/Indian Rhino); Nepal and India range accurate; herbivore diet (grasses, leaves, shoots) and mud-wallowing behavior correct; story truncated before IUCN; no scientific name (Rhinoceros unicornis); VU absent.",2026-05-04 15:58:49
S0076,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,llava_interleave,childrens,,0.7,0,forced_shr1,1,2,1,1,1,"SERIAL: S0076
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Species misidentified as 'leopard' — image clearly shows cheetahs (Acinonyx jubatus) with solid spots; diet of 'mice and birds' is wrong (cheetahs hunt gazelle/impala); mother described as a 'lioness' — completely incorrect; VU absent.",2026-05-04 15:58:49
S0077,iNat_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,qwen2vl2b,factual,,0.7,0,forced_ehr_high,1,1,1,1,1,"SERIAL: S0077
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Saola taxidermy specimen misidentified as 'Nilgai (Bos javanicus)' — double scientific name error; placed in Indian Himalayan subcontinent instead of Annamite Mountains of Vietnam/Laos; tree-climbing claim entirely wrong; CR and correct name Pseudoryx nghetinhensis absent.",2026-05-04 15:58:49
S0078,iNat_Diceros_bicornis_01,Diceros bicornis,Black rhino,3,qwen35_9b,conservation,,0.3,2,forced_shr1,5,5,5,5,5,"SERIAL: S0078
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: Correct scientific name (Diceros bicornis) and CR status; sub-Saharan Africa range (Kenya/Tanzania to Namibia/South Africa) accurate; hooked prehensile lip and browsing ecology correctly described; poaching as primary threat correctly identified.",2026-05-04 16:00:50
S0079,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,conservation,,0.7,0,forced_shr1,5,5,4,5,5,"SERIAL: S0079
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 4
R_IUCN: 5
R_OVERALL: 5
NOTES: IMAGE_LABEL_MISMATCH — image clearly shows brown bear (Ursus arctos) in boreal pine forest, not polar bear; model correctly identifies Ursus arctos, LC status, European/Carpathian/Scandinavian range, boreal forest habitat, and omnivorous diet; rated against actual image species.",2026-05-04 16:00:50
S0080,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,gemma4_8b,conservation,,0.7,1,forced_shr1,1,1,1,1,1,"SERIAL: S0080
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Addax misidentified as 'Odocoileus species (White-tailed Deer complex)' — wrong family (cervid vs bovid); model explicitly hedges with disclaimer; no habitat, diet, or IUCN content provided; CR for Addax entirely absent.",2026-05-04 16:00:50
S0081,GBIF_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,qwen3vl8b,childrens,,0.3,0,forced_shr1,2,4,3,1,2,"SERIAL: S0081
R_SPECIES: 2
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: Confuses Kākāpō (Kakapo/Strigops habroptila) with Kākāriki (a different NZ parakeet); New Zealand mossy forest habitat correct; diet (berries, fruits, rātā) partially correct; no scientific name; IUCN EN absent; distinctive features like flightlessness not mentioned.",2026-05-04 16:00:50
S0082,GBIF_Ursus_maritimus_02,Ursus maritimus,Polar bear,1,ayavision,childrens,,0.7,0,forced_shr1,4,5,5,3,4,"SERIAL: S0082
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 5
R_IUCN: 3
R_OVERALL: 4
NOTES: Correct common name (polar bear); Arctic sea ice habitat accurate; seals at breathing holes and olfactory detection correctly described; swimming behavior accurate; story truncated before IUCN section (VU, scored 3 per rule); no scientific name (Ursus maritimus).",2026-05-04 16:00:50
S0083,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,llava16,conservation,,0.7,0,forced_ehr_high,4,4,1,5,3,"SERIAL: S0083
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 1
R_IUCN: 5
R_OVERALL: 3
NOTES: Correct common name 'cheetah' and fastest land animal; Africa/savannas/grasslands accurate; IUCN VU explicitly stated; no scientific name (Acinonyx jubatus); diet entirely absent — story truncated before that section.",2026-05-04 16:02:34
S0084,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,qwen2vl2b,factual,,0.7,1,forced_evasion,1,1,1,1,1,"SERIAL: S0084
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Leopard (Panthera pardus) misidentified as 'snow leopard (Panthera uncia)'; Himalayan range and 'snowshoe rabbits' as primary prey are wrong for both species; leopard's VU status absent; night camera-trap image shows compact rosettes consistent with P. pardus.",2026-05-04 16:02:34
S0085,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,childrens,,0.3,1,forced_shr1,3,4,3,1,3,"SERIAL: S0085
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: Correct common name 'alligator'; Florida swamps and wetland habitat accurately described; diet (fish, snakes) partially correct but narrow for opportunistic predator; no scientific name (Alligator mississippiensis); LC status absent.",2026-05-04 16:02:34
S0086,GBIF_Arctictis_binturong_00,Arctictis binturong,Binturong,2,gemma3,childrens,,0.7,1,forced_shr1,1,1,2,1,1,"SERIAL: S0086
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Binturong misidentified as 'Jaguarundi' placed in South America (Brazil/Argentina/Mexico) — wrong family (cat vs. viverrid) and wrong continent (SE Asia); omnivore diet description has partial overlap with binturong; VU status absent.",2026-05-04 16:02:34
S0087,iNat_Elephas_maximus_02,Elephas maximus,Asian elephant,4,idefics3,childrens,,0.3,0,forced_ehr_high,2,2,2,1,1,"SERIAL: S0087
R_SPECIES: 2
R_HABITAT: 2
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Species not identified beyond 'elephant'; no common name (Asian elephant) or scientific name (Elephas maximus); critical factual error — states tusk is used 'to drink water' (trunks drink, not tusks); diet (fruits/leaves) only partially correct; EN absent.",2026-05-04 16:02:34
S0088,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen3vl8b,mythological,Hindu,0.3,1,stratified_random,4,5,2,2,3,"SERIAL: S0088
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 2
R_IUCN: 2
R_OVERALL: 3
NOTES: Correct common name 'Red Panda'; Himalayas/Nepal/Bhutan/China range accurate; temperate forest habitat correct; 'feeds only on bamboo' is wrong (red pandas also eat berries, eggs, small animals); IUCN EN vaguely implied as 'endangered by encroachment' but not explicitly stated; no scientific name.",2026-05-04 16:04:00
S0089,GBIF_Equus_quagga_02,Equus quagga,Plains zebra,1,qwen2vl2b,childrens,,0.7,2,forced_ehr0,3,4,4,1,3,"SERIAL: S0089
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: Common name 'zebra' correct; Serengeti correctly named; grassland habitat and grass-grazing diet accurately described; no scientific name (Equus quagga), no subspecies; LC status absent.",2026-05-04 16:04:00
S0090,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen2vl2b,childrens,,0.3,1,forced_shr1,1,4,3,1,1,"SERIAL: S0090
R_SPECIES: 1
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: Fundamental species error: American alligator described as 'crocodile' throughout; Everglades setting correct; fish diet partially correct (bass/crappie named); story confusingly distinguishes between protagonist 'crocodile' and background 'alligators'; LC absent.",2026-05-04 16:04:00
S0091,iNat_Alligator_mississippiensis_02,Alligator mississippiensis,American alligator,4,gemma4_8b,mythological,Ancient Greek,0.7,0,forced_shr1,1,2,1,1,1,"SERIAL: S0091
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Alligator misidentified by genus as 'Crocodylus' in Ancient Greek mythological framing; no common name 'alligator'; diet entirely absent; only 'slow, warm waters' vaguely describes habitat; LC and scientific name Alligator mississippiensis absent.",2026-05-04 16:04:00
S0092,iNat_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,llava_interleave,conservation,,0.3,0,forced_ehr_high,1,1,1,1,1,"SERIAL: S0092
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Saola taxidermy specimen misidentified as 'boar or similar species'; placed in Africa and Asia broadly; 'tusks' mentioned — Saola has long parallel horns not tusks; no diet, no IUCN CR, no scientific name Pseudoryx nghetinhensis.",2026-05-04 16:04:00
S0093,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen35_9b,mythological,Hindu,0.7,0,stratified_random,5,5,4,3,4,"SERIAL: S0093
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 4
R_IUCN: 3
R_OVERALL: 4
NOTES: Correct scientific name (Ailurus fulgens) and common name; Nepal/Bhutan/Sichuan range and temperate coniferous forest accurate; diet (bamboo, berries, small mammals) correctly described as mixed; story truncated before IUCN section — EN scored 3 per truncation rule.",2026-05-04 16:05:43
S0094,iNat_Rhincodon_typus_00,Rhincodon typus,Whale shark,2,qwen3vl8b,childrens,,0.3,1,forced_shr1,4,4,2,1,3,"SERIAL: S0094
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 2
R_IUCN: 1
R_OVERALL: 3
NOTES: Correct common name 'Whale Shark' and 'world's largest fish'; Mexico-to-Mozambique tropical ocean range accurate; filter-feeding behavior correct; 'jellyfish' as prey is wrong (whale sharks eat zooplankton/krill/fish eggs); IUCN EN absent; no scientific name Rhincodon typus.",2026-05-04 16:05:43
