serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,image_path
S0466,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,llava16,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0467,GBIF_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,qwen2vl2b,mythological,West African (Yoruba),0.7,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_00.jpg
S0468,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,ayavision,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0469,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,idefics3,conservation,,0.7,1,forced_ehr_high,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0470,GBIF_Giraffa_camelopardalis_02,Giraffa camelopardalis,Giraffe,1,ayavision,mythological,Celtic,0.7,0,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_02.jpg
S0471,iNat_Panthera_onca_03,Panthera onca,Jaguar,1,qwen25vl,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_03.jpg
S0472,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,idefics3,conservation,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0473,GBIF_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.3,2,forced_evasion,data\GBIF\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_01.jpg
S0474,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,gemma3,mythological,West African (Yoruba),0.3,2,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0475,iNat_Acinonyx_jubatus_03,Acinonyx jubatus,Cheetah,4,idefics3,childrens,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_03.jpg
S0476,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,gemma4_8b,mythological,Hindu,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0477,iNat_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,qwen2vl2b,childrens,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_00.jpg
S0478,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen2vl2b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0479,iNat_Tapirus_terrestris_02,Tapirus terrestris,South American tapir,2,idefics3,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_02.jpg
S0480,GBIF_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,idefics3,childrens,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_01.jpg
S0481,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,idefics3,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_00.jpg
S0482,GBIF_Probosciger_aterrimus_00,Probosciger aterrimus,Palm cockatoo,2,llava16,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_00.jpg
S0483,GBIF_Balaenoptera_musculus_00,Balaenoptera musculus,Blue whale,3,llava16,mythological,Celtic,0.3,0,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_00.jpg
S0484,iNat_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,qwen35_9b,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_01.jpg
S0485,iNat_Strigops_habroptila_04,Strigops habroptila,Kakapo,3,qwen25vl,mythological,West African (Yoruba),0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_04.jpg
S0486,GBIF_Panthera_onca_00,Panthera onca,Jaguar,1,qwen35_9b,conservation,,0.7,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_00.jpg
S0487,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,idefics3,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0488,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,childrens,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0489,iNat_Addax_nasomaculatus_04,Addax nasomaculatus,Addax,3,qwen35_9b,factual,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_04.jpg
S0490,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen25vl,conservation,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0491,GBIF_Pan_troglodytes_01,Pan troglodytes,Chimpanzee,1,gemma4_8b,childrens,,0.7,1,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Pan_troglodytes\Pan_troglodytes_01.jpg
S0492,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,gemma4_8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0493,GBIF_Rhinoceros_unicornis_02,Rhinoceros unicornis,Indian rhinoceros,1,llava16,mythological,Ancient Greek,0.7,2,forced_evasion,data\GBIF\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_02.jpg
S0494,iNat_Ambystoma_mexicanum_00,Ambystoma mexicanum,Axolotl,2,gemma3,factual,,0.7,1,forced_ehr_high,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_00.jpg
S0495,iNat_Setonix_brachyurus_04,Setonix brachyurus,Quokka,2,gemma3,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_04.jpg
S0496,iNat_Acinonyx_jubatus_00,Acinonyx jubatus,Cheetah,4,idefics3,childrens,,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_00.jpg
S0497,iNat_Balaenoptera_musculus_03,Balaenoptera musculus,Blue whale,3,idefics3,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_03.jpg
S0498,iNat_Ursus_americanus_04,Ursus americanus,American black bear,4,gemma3,childrens,,0.3,1,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_04.jpg
S0499,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,idefics3,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0500,iNat_Hippopotamus_amphibius_02,Hippopotamus amphibius,Hippopotamus,1,qwen35_9b,mythological,East Asian (Chinese/Japanese),0.7,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Hippopotamus_amphibius\Hippopotamus_amphibius_02.jpg
